name,url_pc
"Apple MacBook Pro M4 14"" Noir sidéral 16 Go/1 To (MW2V3FN/A-96W-QWERTY-IT)","https://www.ldlc.com/fiche/PB00654224.html"">"
"Apple MacBook Pro M4 14"" Noir sidéral 16 Go/2 To (MW2V3FN/A-2TB)","https://www.ldlc.com/fiche/PB00657071.html"">"
"Apple MacBook Pro M4 14"" Noir sidéral 16 Go/512 Go (MW2U3FN/A-96W)","https://www.ldlc.com/fiche/PB00662464.html"">"
"Apple MacBook Pro M4 14"" Noir sidéral 24 Go/1 To (MCX04FN/A-96W)","https://www.ldlc.com/fiche/PB00657448.html"">"
"Apple MacBook Pro M4 14"" Noir sidéral 24 Go/1 To (MCX04FN/A-NANO)","https://www.ldlc.com/fiche/PB00660876.html"">"
"Apple MacBook Pro M4 14"" Noir sidéral 24 Go/2 To (MW2V3FN/A-24GB-2TB)","https://www.ldlc.com/fiche/PB00675327.html"">"
"Apple MacBook Pro M4 14"" Noir sidéral 24 Go/512 Go (MW2U3FN/A-24GB)","https://www.ldlc.com/fiche/PB00652938.html"">"
"Apple MacBook Pro M4 14"" Noir sidéral 24 Go/512 Go (MW2U3FN/A-24GB-96W)","https://www.ldlc.com/fiche/PB00696151.html"">"
"Apple MacBook Pro M4 14"" Noir sidéral 24 Go/512 Go (MW2U3FN/A-24GB-QWERTY-INT)","https://www.ldlc.com/fiche/PB00660704.html"">"
"Apple MacBook Pro M4 14"" Noir sidéral 32 Go/1 To (MCX04FN/A-32GB-96W)","https://www.ldlc.com/fiche/PB00659157.html"">"
"Apple MacBook Pro M4 14"" Noir sidéral 32 Go/1 To (MW2V3FN/A-32GB-QWERTY-US)","https://www.ldlc.com/fiche/PB00692201.html"">"
"Apple MacBook Pro M4 14"" Noir sidéral 32 Go/2 To (MCX04FN/A-32GB-2TB-96W)","https://www.ldlc.com/fiche/PB00652930.html"">"
"Apple MacBook Pro M4 14"" Noir sidéral 32 Go/2 To (MW2U3FN/A-32GB-2TB)","https://www.ldlc.com/fiche/PB00655513.html"">"
"Apple MacBook Pro M4 14"" Noir sidéral 32 Go/2 To (MW2V3FN/A-32GB-2TB)","https://www.ldlc.com/fiche/PB00656808.html"">"
"Apple MacBook Pro M4 14"" Noir sidéral 32 Go/512 Go (MW2U3FN/A-32GB)","https://www.ldlc.com/fiche/PB00652990.html"">"
"Apple MacBook Pro M4 Max 14"" Argent 64 Go/1 To (MX2G3FN/A-64GB-CPU16/GPU40)","https://www.ldlc.com/fiche/PB00660415.html"">"
"Apple MacBook Pro M4 Max 14"" Argent 64 Go/2 To (MX2G3FN/A-64GB-2TB-CPU16/GPU40-NANO)","https://www.ldlc.com/fiche/PB00656153.html"">"
"Apple MacBook Pro M4 Max 14"" Argent 64 Go/4 To (MX2G3FN/A-64GB-4TB-CPU16/GPU40-NANO-QWERTZ-CH)","https://www.ldlc.com/fiche/PB00657120.html"">"
"Apple MacBook Pro M4 Max 14"" Noir sidéral 128 Go/8 To (MX2K3FN/A-CPU16-GPU40-128GB-8TB)","https://www.ldlc.com/fiche/PB00654229.html"">"
"Apple MacBook Pro M4 Max 14"" Noir sidéral 36 Go/1 To (MX2K3FN/A-NANO)","https://www.ldlc.com/fiche/PB00657427.html"">"
